"Employee #","Last Name","First Name","Date","Log In","Log Out"
"10005","Hernandez","Eduard","06/17/2024","09:36:00 AM","06:09:00 PM"
"10006","Villanueva","Andrea Mae","06/17/2024","10:33:00 AM","08:06:00 PM"
"10007","San Jose","Brad","06/17/2024","09:38:00 AM","06:50:00 PM"
"10008","Romualdez","Alice","06/17/2024","10:42:00 AM","06:58:00 PM"
"10009","Atienza","Rosie","06/17/2024","10:20:00 AM","07:02:00 PM"
"10010","Alvaro","Roderick","06/17/2024","09:15:00 AM","04:52:00 PM"
"10011","Salcedo","Anthony","06/17/2024","08:55:00 AM","06:30:00 PM"
"10012","Lopez","Josie","06/17/2024","10:55:00 AM","08:19:00 PM"
"10013","Farala","Martha","06/17/2024","10:01:00 AM","08:57:00 PM"
"10014","Martinez","Leila","06/17/2024","10:21:00 AM","08:16:00 PM"
"10015","Romualdez","Fredrick","06/17/2024","09:16:00 AM","08:00:00 PM"
"10016","Mata","Christian","06/17/2024","10:01:00 AM","07:45:00 PM"
"10017","De Leon","Selena","06/17/2024","09:30:00 AM","05:12:00 PM"
"10018","San Jose","Allison","06/17/2024","10:55:00 AM","08:17:00 PM"
"10019","Rosario","Cydney","06/17/2024","10:40:00 AM","07:43:00 PM"
"10020","Bautista","Mark","06/17/2024","08:05:00 AM","06:31:00 PM"
"10021","Lazaro","Darlene","06/17/2024","10:25:00 AM","08:02:00 PM"
"10022","Delos Santos","Kolby","06/17/2024","09:40:00 AM","08:22:00 PM"
"10023","Santos","Vella","06/17/2024","09:59:00 AM","06:10:00 PM"
"10024","Del Rosario","Tomas","06/17/2024","09:26:00 AM","07:41:00 PM"
"10025","Tolentino","Jacklyn","06/17/2024","09:48:00 AM","05:00:00 PM"
"10026","Gutierrez","Percival","06/17/2024","08:51:00 AM","06:33:00 PM"
"10027","Manalaysay","Garfield","06/17/2024","09:44:00 AM","08:40:00 PM"
"10028","Villegas","Lizeth","06/17/2024","10:42:00 AM","08:23:00 PM"
"10029","Ramos","Carol","06/17/2024","08:39:00 AM","06:38:00 PM"
"10030","Maceda","Emelia","06/17/2024","10:37:00 AM","08:45:00 PM"
"10031","Aguilar","Delia","06/17/2024","08:15:00 AM","06:19:00 PM"
"10032","Castro","John Rafael","06/17/2024","10:52:00 AM","06:42:00 PM"
"10033","Martinez","Carlos Ian","06/17/2024","09:02:00 AM","05:05:00 PM"
"10034","Santos","Beatriz","06/17/2024","08:58:00 AM","04:23:00 PM"
"10001","Garcia","Manuel III","06/18/2024","08:32:00 AM","06:35:00 PM"
"10002","Lim","Antonio","06/18/2024","09:55:00 AM","05:35:00 PM"
"10003","Aquino","Bianca Sofia","06/18/2024","08:38:00 AM","06:30:00 PM"
"10004","Reyes","Isabella","06/18/2024","10:56:00 AM","09:09:00 PM"
"10005","Hernandez","Eduard","06/18/2024","10:24:00 AM","05:43:00 PM"
"10006","Villanueva","Andrea Mae","06/18/2024","10:38:00 AM","08:08:00 PM"
"10007","San Jose","Brad","06/18/2024","09:32:00 AM","06:44:00 PM"
"10008","Romualdez","Alice","06/18/2024","09:42:00 AM","05:50:00 PM"
"10009","Atienza","Rosie","06/18/2024","09:50:00 AM","08:38:00 PM"
"10010","Alvaro","Roderick","06/18/2024","10:27:00 AM","05:53:00 PM"
"10011","Salcedo","Anthony","06/18/2024","10:42:00 AM","05:51:00 PM"
"10012","Lopez","Josie","06/18/2024","10:05:00 AM","07:29:00 PM"
"10013","Farala","Martha","06/18/2024","08:39:00 AM","05:22:00 PM"
"10014","Martinez","Leila","06/18/2024","09:35:00 AM","05:36:00 PM"
"10015","Romualdez","Fredrick","06/18/2024","09:23:00 AM","07:32:00 PM"
"10016","Mata","Christian","06/18/2024","09:48:00 AM","08:06:00 PM"
"10017","De Leon","Selena","06/18/2024","10:53:00 AM","09:03:00 PM"
"10018","San Jose","Allison","06/18/2024","08:46:00 AM","06:58:00 PM"
"10019","Rosario","Cydney","06/18/2024","10:30:00 AM","06:51:00 PM"
"10020","Bautista","Mark","06/18/2024","10:17:00 AM","05:37:00 PM"
"10021","Lazaro","Darlene","06/18/2024","09:02:00 AM","05:36:00 PM"
"10022","Delos Santos","Kolby","06/18/2024","10:31:00 AM","08:21:00 PM"
"10023","Santos","Vella","06/18/2024","10:35:00 AM","07:00:00 PM"
"10024","Del Rosario","Tomas","06/18/2024","09:34:00 AM","06:17:00 PM"
"10025","Tolentino","Jacklyn","06/18/2024","09:33:00 AM","06:29:00 PM"
"10026","Gutierrez","Percival","06/18/2024","09:31:00 AM","05:55:00 PM"
"10027","Manalaysay","Garfield","06/18/2024","10:11:00 AM","07:05:00 PM"
"10028","Villegas","Lizeth","06/18/2024","08:38:00 AM","06:56:00 PM"
"10029","Ramos","Carol","06/18/2024","10:38:00 AM","08:05:00 PM"
"10030","Maceda","Emelia","06/18/2024","09:42:00 AM","04:47:00 PM"
"10031","Aguilar","Delia","06/18/2024","08:43:00 AM","07:22:00 PM"
"10032","Castro","John Rafael","06/18/2024","10:16:00 AM","05:23:00 PM"
"10033","Martinez","Carlos Ian","06/18/2024","08:06:00 AM","04:59:00 PM"
"10034","Santos","Beatriz","06/18/2024","10:36:00 AM","08:55:00 PM"
"10001","Garcia","Manuel III","06/19/2024","09:05:00 AM","06:30:00 PM"
"10002","Lim","Antonio","06/19/2024","09:29:00 AM","07:35:00 PM"
"10003","Aquino","Bianca Sofia","06/19/2024","10:53:00 AM","07:46:00 PM"
"10004","Reyes","Isabella","06/19/2024","09:48:00 AM","06:19:00 PM"
"10005","Hernandez","Eduard","06/19/2024","10:35:00 AM","06:43:00 PM"
"10006","Villanueva","Andrea Mae","06/19/2024","09:14:00 AM","05:39:00 PM"
"10007","San Jose","Brad","06/19/2024","10:00:00 AM","06:43:00 PM"
"10008","Romualdez","Alice","06/19/2024","08:44:00 AM","04:49:00 PM"
"10009","Atienza","Rosie","06/19/2024","10:54:00 AM","08:06:00 PM"
"10010","Alvaro","Roderick","06/19/2024","10:54:00 AM","08:05:00 PM"
"10011","Salcedo","Anthony","06/19/2024","10:30:00 AM","06:23:00 PM"
"10012","Lopez","Josie","06/19/2024","08:25:00 AM","04:47:00 PM"
"10013","Farala","Martha","06/19/2024","09:56:00 AM","08:42:00 PM"
"10014","Martinez","Leila","06/19/2024","10:32:00 AM","08:15:00 PM"
"10015","Romualdez","Fredrick","06/19/2024","09:14:00 AM","04:59:00 PM"
"10016","Mata","Christian","06/19/2024","08:14:00 AM","07:12:00 PM"
"10017","De Leon","Selena","06/19/2024","08:12:00 AM","04:41:00 PM"
"10018","San Jose","Allison","06/19/2024","08:30:00 AM","06:47:00 PM"
"10019","Rosario","Cydney","06/19/2024","09:44:00 AM","05:47:00 PM"
"10020","Bautista","Mark","06/19/2024","10:03:00 AM","08:37:00 PM"
"10021","Lazaro","Darlene","06/19/2024","10:37:00 AM","06:21:00 PM"
"10022","Delos Santos","Kolby","06/19/2024","10:52:00 AM","06:13:00 PM"
"10023","Santos","Vella","06/19/2024","10:42:00 AM","06:17:00 PM"
"10024","Del Rosario","Tomas","06/19/2024","08:08:00 AM","04:53:00 PM"
"10025","Tolentino","Jacklyn","06/19/2024","09:42:00 AM","06:08:00 PM"
"10026","Gutierrez","Percival","06/19/2024","09:23:00 AM","05:05:00 PM"
"10027","Manalaysay","Garfield","06/19/2024","09:32:00 AM","04:44:00 PM"
"10028","Villegas","Lizeth","06/19/2024","10:35:00 AM","06:55:00 PM"
"10029","Ramos","Carol","06/19/2024","09:01:00 AM","06:37:00 PM"
"10030","Maceda","Emelia","06/19/2024","10:29:00 AM","05:34:00 PM"
"10031","Aguilar","Delia","06/19/2024","09:09:00 AM","04:13:00 PM"
"10032","Castro","John Rafael","06/19/2024","09:39:00 AM","06:08:00 PM"
"10033","Martinez","Carlos Ian","06/19/2024","08:28:00 AM","06:19:00 PM"
"10034","Santos","Beatriz","06/19/2024","10:57:00 AM","08:14:00 PM"
"10001","Garcia","Manuel III","06/20/2024","09:07:00 AM","08:01:00 PM"
"10002","Lim","Antonio","06/20/2024","09:17:00 AM","07:59:00 PM"
"10003","Aquino","Bianca Sofia","06/20/2024","10:02:00 AM","06:12:00 PM"
"10004","Reyes","Isabella","06/20/2024","08:09:00 AM","04:39:00 PM"
"10005","Hernandez","Eduard","06/20/2024","09:28:00 AM","05:07:00 PM"
"10006","Villanueva","Andrea Mae","06/20/2024","08:42:00 AM","05:29:00 PM"
"10007","San Jose","Brad","06/20/2024","08:53:00 AM","06:42:00 PM"
"10008","Romualdez","Alice","06/20/2024","09:19:00 AM","05:36:00 PM"
"10009","Atienza","Rosie","06/20/2024","09:52:00 AM","05:40:00 PM"
"10010","Alvaro","Roderick","06/20/2024","09:31:00 AM","04:38:00 PM"
"10011","Salcedo","Anthony","06/20/2024","10:26:00 AM","08:33:00 PM"
"10012","Lopez","Josie","06/20/2024","09:18:00 AM","06:00:00 PM"
"10013","Farala","Martha","06/20/2024","09:29:00 AM","06:38:00 PM"
"10014","Martinez","Leila","06/20/2024","08:51:00 AM","05:57:00 PM"
"10015","Romualdez","Fredrick","06/20/2024","10:43:00 AM","07:59:00 PM"
"10016","Mata","Christian","06/20/2024","08:00:00 AM","06:02:00 PM"
"10017","De Leon","Selena","06/20/2024","09:46:00 AM","05:55:00 PM"
"10018","San Jose","Allison","06/20/2024","10:38:00 AM","09:20:00 PM"
"10019","Rosario","Cydney","06/20/2024","10:27:00 AM","05:28:00 PM"
"10020","Bautista","Mark","06/20/2024","08:27:00 AM","05:42:00 PM"
"10021","Lazaro","Darlene","06/20/2024","09:35:00 AM","07:22:00 PM"
"10022","Delos Santos","Kolby","06/20/2024","09:37:00 AM","07:29:00 PM"
"10023","Santos","Vella","06/20/2024","09:04:00 AM","04:44:00 PM"
"10024","Del Rosario","Tomas","06/20/2024","08:51:00 AM","06:43:00 PM"
"10025","Tolentino","Jacklyn","06/20/2024","08:40:00 AM","05:14:00 PM"
"10026","Gutierrez","Percival","06/20/2024","08:02:00 AM","06:00:00 PM"
"10027","Manalaysay","Garfield","06/20/2024","09:25:00 AM","06:34:00 PM"
"10028","Villegas","Lizeth","06/20/2024","09:30:00 AM","06:13:00 PM"
"10029","Ramos","Carol","06/20/2024","09:39:00 AM","07:01:00 PM"
"10030","Maceda","Emelia","06/20/2024","10:29:00 AM","08:46:00 PM"
"10031","Aguilar","Delia","06/20/2024","08:19:00 AM","05:41:00 PM"
"10032","Castro","John Rafael","06/20/2024","09:17:00 AM","05:17:00 PM"
"10033","Martinez","Carlos Ian","06/20/2024","08:54:00 AM","04:10:00 PM"
"10034","Santos","Beatriz","06/20/2024","08:17:00 AM","04:15:00 PM"
"10001","Garcia","Manuel III","06/21/2024","08:19:00 AM","03:24:00 PM"
"10002","Lim","Antonio","06/21/2024","10:14:00 AM","07:10:00 PM"
"10003","Aquino","Bianca Sofia","06/21/2024","09:03:00 AM","06:01:00 PM"
"10004","Reyes","Isabella","06/21/2024","10:59:00 AM","06:50:00 PM"
"10005","Hernandez","Eduard","06/21/2024","08:49:00 AM","07:40:00 PM"
"10006","Villanueva","Andrea Mae","06/21/2024","09:59:00 AM","05:58:00 PM"
"10007","San Jose","Brad","06/21/2024","09:00:00 AM","04:34:00 PM"
"10008","Romualdez","Alice","06/21/2024","10:05:00 AM","06:19:00 PM"
"10009","Atienza","Rosie","06/21/2024","08:09:00 AM","05:48:00 PM"
"10010","Alvaro","Roderick","06/21/2024","09:17:00 AM","08:03:00 PM"
"10011","Salcedo","Anthony","06/21/2024","10:48:00 AM","07:53:00 PM"
"10012","Lopez","Josie","06/21/2024","09:32:00 AM","06:42:00 PM"
"10013","Farala","Martha","06/21/2024","10:03:00 AM","08:17:00 PM"
"10014","Martinez","Leila","06/21/2024","09:32:00 AM","06:27:00 PM"
"10015","Romualdez","Fredrick","06/21/2024","08:46:00 AM","07:31:00 PM"
"10016","Mata","Christian","06/21/2024","09:16:00 AM","04:41:00 PM"
"10017","De Leon","Selena","06/21/2024","09:40:00 AM","08:09:00 PM"
"10018","San Jose","Allison","06/21/2024","10:41:00 AM","08:09:00 PM"
"10019","Rosario","Cydney","06/21/2024","09:04:00 AM","04:08:00 PM"
"10020","Bautista","Mark","06/21/2024","10:42:00 AM","07:02:00 PM"
"10021","Lazaro","Darlene","06/21/2024","09:23:00 AM","07:28:00 PM"
"10022","Delos Santos","Kolby","06/21/2024","08:53:00 AM","04:26:00 PM"
"10023","Santos","Vella","06/21/2024","09:06:00 AM","06:41:00 PM"
"10024","Del Rosario","Tomas","06/21/2024","08:23:00 AM","04:10:00 PM"
"10025","Tolentino","Jacklyn","06/21/2024","10:17:00 AM","05:50:00 PM"
"10026","Gutierrez","Percival","06/21/2024","09:14:00 AM","05:42:00 PM"
"10027","Manalaysay","Garfield","06/21/2024","09:24:00 AM","07:38:00 PM"
"10028","Villegas","Lizeth","06/21/2024","09:32:00 AM","07:48:00 PM"
"10029","Ramos","Carol","06/21/2024","09:35:00 AM","05:33:00 PM"
"10030","Maceda","Emelia","06/21/2024","09:09:00 AM","07:14:00 PM"
"10031","Aguilar","Delia","06/21/2024","08:24:00 AM","06:09:00 PM"
"10032","Castro","John Rafael","06/21/2024","09:48:00 AM","08:29:00 PM"
"10033","Martinez","Carlos Ian","06/21/2024","09:14:00 AM","04:35:00 PM"
"10034","Santos","Beatriz","06/21/2024","08:52:00 AM","03:59:00 PM"
"10001","Garcia","Manuel III","06/24/2024","10:26:00 AM","07:43:00 PM"
"10002","Lim","Antonio","06/24/2024","09:08:00 AM","04:12:00 PM"
"10003","Aquino","Bianca Sofia","06/24/2024","09:11:00 AM","04:25:00 PM"
"10004","Reyes","Isabella","06/24/2024","08:08:00 AM","04:56:00 PM"
"10005","Hernandez","Eduard","06/24/2024","09:40:00 AM","07:56:00 PM"
"10006","Villanueva","Andrea Mae","06/24/2024","10:26:00 AM","09:16:00 PM"
"10007","San Jose","Brad","06/24/2024","10:47:00 AM","09:33:00 PM"
"10008","Romualdez","Alice","06/24/2024","09:28:00 AM","08:08:00 PM"
"10009","Atienza","Rosie","06/24/2024","10:09:00 AM","08:02:00 PM"
"10010","Alvaro","Roderick","06/24/2024","08:37:00 AM","04:07:00 PM"
"10011","Salcedo","Anthony","06/24/2024","09:24:00 AM","04:45:00 PM"
"10012","Lopez","Josie","06/24/2024","10:18:00 AM","07:52:00 PM"
"10013","Farala","Martha","06/24/2024","10:11:00 AM","08:44:00 PM"
"10014","Martinez","Leila","06/24/2024","08:52:00 AM","05:16:00 PM"
"10015","Romualdez","Fredrick","06/24/2024","08:33:00 AM","06:18:00 PM"
"10016","Mata","Christian","06/24/2024","09:56:00 AM","05:33:00 PM"
"10017","De Leon","Selena","06/24/2024","08:31:00 AM","05:04:00 PM"
"10018","San Jose","Allison","06/24/2024","08:42:00 AM","04:34:00 PM"
"10019","Rosario","Cydney","06/24/2024","10:58:00 AM","08:40:00 PM"
"10020","Bautista","Mark","06/24/2024","09:42:00 AM","07:21:00 PM"
"10021","Lazaro","Darlene","06/24/2024","08:49:00 AM","04:16:00 PM"
"10022","Delos Santos","Kolby","06/24/2024","09:03:00 AM","06:10:00 PM"
"10023","Santos","Vella","06/24/2024","08:30:00 AM","04:13:00 PM"
"10024","Del Rosario","Tomas","06/24/2024","08:38:00 AM","06:05:00 PM"
"10025","Tolentino","Jacklyn","06/24/2024","09:45:00 AM","06:57:00 PM"
"10026","Gutierrez","Percival","06/24/2024","10:43:00 AM","07:40:00 PM"
"10027","Manalaysay","Garfield","06/24/2024","08:04:00 AM","06:05:00 PM"
"10028","Villegas","Lizeth","06/24/2024","09:30:00 AM","05:18:00 PM"
"10029","Ramos","Carol","06/24/2024","08:59:00 AM","06:52:00 PM"
"10030","Maceda","Emelia","06/24/2024","10:41:00 AM","08:26:00 PM"
"10031","Aguilar","Delia","06/24/2024","08:21:00 AM","06:27:00 PM"
"10032","Castro","John Rafael","06/24/2024","08:04:00 AM","04:14:00 PM"
"10033","Martinez","Carlos Ian","06/24/2024","08:36:00 AM","05:06:00 PM"
"10034","Santos","Beatriz","06/24/2024","08:39:00 AM","06:22:00 PM"
"10001","Garcia","Manuel III","06/25/2024","09:52:00 AM","05:12:00 PM"
"10002","Lim","Antonio","06/25/2024","08:48:00 AM","07:41:00 PM"
"10003","Aquino","Bianca Sofia","06/25/2024","10:59:00 AM","07:33:00 PM"
"10004","Reyes","Isabella","06/25/2024","09:03:00 AM","04:10:00 PM"
"10005","Hernandez","Eduard","06/25/2024","10:13:00 AM","08:03:00 PM"
"10006","Villanueva","Andrea Mae","06/25/2024","09:27:00 AM","07:23:00 PM"
"10007","San Jose","Brad","06/25/2024","08:30:00 AM","06:31:00 PM"
"10008","Romualdez","Alice","06/25/2024","09:57:00 AM","05:11:00 PM"
"10009","Atienza","Rosie","06/25/2024","10:12:00 AM","08:21:00 PM"
"10010","Alvaro","Roderick","06/25/2024","08:16:00 AM","03:19:00 PM"
"10011","Salcedo","Anthony","06/25/2024","09:54:00 AM","05:50:00 PM"
"10012","Lopez","Josie","06/25/2024","09:10:00 AM","05:36:00 PM"
"10013","Farala","Martha","06/25/2024","08:51:00 AM","05:49:00 PM"
"10014","Martinez","Leila","06/25/2024","09:11:00 AM","04:13:00 PM"
"10015","Romualdez","Fredrick","06/25/2024","10:40:00 AM","08:05:00 PM"
"10016","Mata","Christian","06/25/2024","09:34:00 AM","08:15:00 PM"
"10017","De Leon","Selena","06/25/2024","08:57:00 AM","07:38:00 PM"
"10018","San Jose","Allison","06/25/2024","10:26:00 AM","06:23:00 PM"
"10019","Rosario","Cydney","06/25/2024","08:01:00 AM","04:13:00 PM"
"10020","Bautista","Mark","06/25/2024","10:16:00 AM","07:52:00 PM"
"10021","Lazaro","Darlene","06/25/2024","09:07:00 AM","05:24:00 PM"
"10022","Delos Santos","Kolby","06/25/2024","08:42:00 AM","05:02:00 PM"
"10023","Santos","Vella","06/25/2024","10:24:00 AM","08:50:00 PM"
"10024","Del Rosario","Tomas","06/25/2024","08:34:00 AM","05:45:00 PM"
"10025","Tolentino","Jacklyn","06/25/2024","08:20:00 AM","03:52:00 PM"
"10026","Gutierrez","Percival","06/25/2024","08:12:00 AM","06:34:00 PM"
"10027","Manalaysay","Garfield","06/25/2024","09:31:00 AM","06:11:00 PM"
"10028","Villegas","Lizeth","06/25/2024","08:09:00 AM","03:13:00 PM"
"10029","Ramos","Carol","06/25/2024","08:13:00 AM","06:46:00 PM"
"10030","Maceda","Emelia","06/25/2024","08:18:00 AM","05:29:00 PM"
"10031","Aguilar","Delia","06/25/2024","10:29:00 AM","05:59:00 PM"
"10032","Castro","John Rafael","06/25/2024","08:28:00 AM","04:24:00 PM"
"10033","Martinez","Carlos Ian","06/25/2024","10:43:00 AM","08:05:00 PM"
"10034","Santos","Beatriz","06/25/2024","08:45:00 AM","07:12:00 PM"
"10001","Garcia","Manuel III","06/26/2024","08:23:00 AM","06:51:00 PM"
"10002","Lim","Antonio","06/26/2024","09:49:00 AM","06:47:00 PM"
"10003","Aquino","Bianca Sofia","06/26/2024","09:39:00 AM","05:15:00 PM"
"10004","Reyes","Isabella","06/26/2024","10:25:00 AM","08:19:00 PM"
"10005","Hernandez","Eduard","06/26/2024","10:27:00 AM","07:34:00 PM"
"10006","Villanueva","Andrea Mae","06/26/2024","10:41:00 AM","07:00:00 PM"
"10007","San Jose","Brad","06/26/2024","08:10:00 AM","05:53:00 PM"
"10008","Romualdez","Alice","06/26/2024","10:22:00 AM","09:04:00 PM"
"10009","Atienza","Rosie","06/26/2024","10:42:00 AM","07:44:00 PM"
"10010","Alvaro","Roderick","06/26/2024","10:26:00 AM","06:52:00 PM"
"10011","Salcedo","Anthony","06/26/2024","10:48:00 AM","09:44:00 PM"
"10012","Lopez","Josie","06/26/2024","09:52:00 AM","07:55:00 PM"
"10013","Farala","Martha","06/26/2024","08:59:00 AM","06:35:00 PM"
"10014","Martinez","Leila","06/26/2024","10:06:00 AM","08:56:00 PM"
"10015","Romualdez","Fredrick","06/26/2024","10:51:00 AM","06:16:00 PM"
"10016","Mata","Christian","06/26/2024","08:04:00 AM","06:36:00 PM"
"10017","De Leon","Selena","06/26/2024","08:46:00 AM","06:05:00 PM"
"10018","San Jose","Allison","06/26/2024","10:00:00 AM","07:33:00 PM"
"10019","Rosario","Cydney","06/26/2024","10:37:00 AM","06:40:00 PM"
"10020","Bautista","Mark","06/26/2024","10:45:00 AM","09:11:00 PM"
"10021","Lazaro","Darlene","06/26/2024","09:55:00 AM","07:16:00 PM"
"10022","Delos Santos","Kolby","06/26/2024","08:07:00 AM","05:17:00 PM"
"10023","Santos","Vella","06/26/2024","10:21:00 AM","07:05:00 PM"
"10024","Del Rosario","Tomas","06/26/2024","09:03:00 AM","06:18:00 PM"
"10025","Tolentino","Jacklyn","06/26/2024","09:49:00 AM","04:51:00 PM"
"10026","Gutierrez","Percival","06/26/2024","09:49:00 AM","07:34:00 PM"
"10027","Manalaysay","Garfield","06/26/2024","09:45:00 AM","06:28:00 PM"
"10028","Villegas","Lizeth","06/26/2024","10:13:00 AM","05:42:00 PM"
"10029","Ramos","Carol","06/26/2024","09:50:00 AM","05:12:00 PM"
"10030","Maceda","Emelia","06/26/2024","09:12:00 AM","06:55:00 PM"
"10031","Aguilar","Delia","06/26/2024","08:45:00 AM","03:51:00 PM"
"10032","Castro","John Rafael","06/26/2024","10:50:00 AM","09:40:00 PM"
"10033","Martinez","Carlos Ian","06/26/2024","09:33:00 AM","04:35:00 PM"
"10034","Santos","Beatriz","06/26/2024","09:40:00 AM","08:14:00 PM"
"10001","Garcia","Manuel III","06/27/2024","08:46:00 AM","04:09:00 PM"
"10002","Lim","Antonio","06/27/2024","09:42:00 AM","06:48:00 PM"
"10003","Aquino","Bianca Sofia","06/27/2024","10:41:00 AM","06:27:00 PM"
"10004","Reyes","Isabella","06/27/2024","08:06:00 AM","04:55:00 PM"
"10005","Hernandez","Eduard","06/27/2024","10:35:00 AM","06:14:00 PM"
"10006","Villanueva","Andrea Mae","06/27/2024","08:31:00 AM","05:25:00 PM"
"10007","San Jose","Brad","06/27/2024","09:25:00 AM","04:39:00 PM"
"10008","Romualdez","Alice","06/27/2024","09:01:00 AM","05:28:00 PM"
"10009","Atienza","Rosie","06/27/2024","08:00:00 AM","03:08:00 PM"
"10010","Alvaro","Roderick","06/27/2024","08:01:00 AM","03:32:00 PM"
"10011","Salcedo","Anthony","06/27/2024","08:18:00 AM","05:40:00 PM"
"10012","Lopez","Josie","06/27/2024","10:54:00 AM","06:44:00 PM"
"10013","Farala","Martha","06/27/2024","09:04:00 AM","06:46:00 PM"
"10014","Martinez","Leila","06/27/2024","10:54:00 AM","08:46:00 PM"
"10015","Romualdez","Fredrick","06/27/2024","10:32:00 AM","07:40:00 PM"
"10016","Mata","Christian","06/27/2024","08:41:00 AM","05:37:00 PM"
"10017","De Leon","Selena","06/27/2024","09:05:00 AM","05:00:00 PM"
"10018","San Jose","Allison","06/27/2024","10:58:00 AM","08:59:00 PM"
"10019","Rosario","Cydney","06/27/2024","09:50:00 AM","08:09:00 PM"
"10020","Bautista","Mark","06/27/2024","09:58:00 AM","05:12:00 PM"
"10021","Lazaro","Darlene","06/27/2024","08:11:00 AM","07:05:00 PM"
"10022","Delos Santos","Kolby","06/27/2024","08:01:00 AM","06:12:00 PM"
"10023","Santos","Vella","06/27/2024","10:29:00 AM","06:19:00 PM"
"10024","Del Rosario","Tomas","06/27/2024","08:49:00 AM","07:37:00 PM"
"10025","Tolentino","Jacklyn","06/27/2024","08:41:00 AM","04:42:00 PM"
"10026","Gutierrez","Percival","06/27/2024","10:00:00 AM","06:54:00 PM"
"10027","Manalaysay","Garfield","06/27/2024","08:11:00 AM","05:09:00 PM"
"10028","Villegas","Lizeth","06/27/2024","09:31:00 AM","05:35:00 PM"
"10029","Ramos","Carol","06/27/2024","10:07:00 AM","06:35:00 PM"
"10030","Maceda","Emelia","06/27/2024","10:48:00 AM","07:57:00 PM"
"10031","Aguilar","Delia","06/27/2024","10:38:00 AM","08:20:00 PM"
"10032","Castro","John Rafael","06/27/2024","08:09:00 AM","03:56:00 PM"
"10033","Martinez","Carlos Ian","06/27/2024","10:59:00 AM","08:20:00 PM"
"10034","Santos","Beatriz","06/27/2024","10:32:00 AM","09:12:00 PM"
"10001","Garcia","Manuel III","06/28/2024","09:07:00 AM","06:28:00 PM"
"10002","Lim","Antonio","06/28/2024","08:13:00 AM","06:42:00 PM"
"10003","Aquino","Bianca Sofia","06/28/2024","09:43:00 AM","07:09:00 PM"
"10004","Reyes","Isabella","06/28/2024","08:36:00 AM","05:33:00 PM"
"10005","Hernandez","Eduard","06/28/2024","09:24:00 AM","06:18:00 PM"
